full_name,a,e,i,H,diameter,albedo,class,first_obs
 78165 (2002 NS29),2.599,0.1002,9.15,15.29,3.732,0.105,MBA,1998-08-17
167554 (2004 BJ16),3.113,0.1565,5.26,15.2,5.076,0.082,MBA,2002-10-15
 32975 (1996 TR23),2.753,0.3142,6.13,14.35,4.859,0.138,MBA,1987-10-25
123772 (2001 BQ2),2.802,0.1339,25.24,14.83,3.032,0.334,MBA,1999-12-13
234477 (2001 SD311),3.225,0.0924,12.35,15.28,6.249,0.038,OMB,1995-07-28
429073 (2009 ND1),2.732,0.5714,11.83,17.23,2.498,0.041,AMO,2005-11-12
236535 (2006 HM30),2.622,0.1745,6.5,16.75,2.179,0.112,MBA,2002-05-11
 79514 (1998 KM26),3.4,0.0707,15.7,13.97,10.107,0.063,OMB,1995-11-30
425501 (2010 GA125),2.984,0.0539,12.95,16.15,4.268,0.032,MBA,2007-12-18
246664 (2008 YW103),2.921,0.0885,6.65,16.29,4.241,0.03,MBA,1998-12-23
       (2015 MM111),3.08,0.1222,15.1,17.04,2.992,0.065,MBA,2010-06-12
116407 (2003 YU136),3.08,0.0764,11.51,14.87,3.597,0.15,MBA,1995-05-09
343932 (2011 KV12),3.057,0.174,17.16,16.1,4.382,0.121,MBA,2000-05-04
  9813 Rozgaj (1998 TP5),2.272,0.1261,1.62,14.39,3.774,0.284,MBA,1981-11-25
 19301 (1996 SF8),2.555,0.2722,0.98,15.64,4.825,0.058,MBA,1991-06-03
426232 (2012 OL2),3.057,0.0597,5.69,16.25,4.727,0.114,MBA,2002-10-05
 35788 (1999 JL24),2.359,0.1661,12.41,14.5,3.586,0.239,MBA,1989-09-29
241853 (2001 TQ98),2.786,0.0775,3.82,16.68,3.405,0.05,MBA,2001-09-26
469209 (2016 GO239),3.165,0.1433,26.59,16.31,3.188,0.12,MBA,2002-11-07
386118 (2007 RB220),2.695,0.0903,5.87,16.96,2.472,0.046,MBA,1998-09-29
202328 (2005 EP76),3.115,0.1059,5.33,15.69,3.622,0.093,MBA,2001-08-15
 47028 (1998 VG31),2.617,0.0803,6.06,14.79,3.778,0.196,MBA,1996-04-10
115428 (2003 SH313),2.563,0.1486,14.73,15.49,2.794,0.188,MBA,1998-05-28
118747 (2000 QB162),2.616,0.0681,13.55,15.53,2.425,0.274,MBA,1996-09-13
381548 (2008 TC40),2.63,0.0779,8.93,16.52,3.42,0.046,MBA,2004-11-09
184675 (2005 SQ71),3.013,0.141,2.71,15.79,2.873,0.123,MBA,2000-10-07
 32599 Pedromachado (2001 QL160),2.756,0.0825,1.82,15.54,2.769,0.175,MBA,1960-09-24
 13613 (1994 UA3),2.668,0.18,1.19,14.73,6.437,0.059,MBA,1981-10-30
406783 (2008 RC71),3.194,0.1357,16.19,16.14,4.162,0.037,MBA,2006-01-31
 34913 (4527 P-L),2.369,0.1661,3.18,15.7,2.945,0.155,MBA,1960-09-24
156503 (2002 CD151),2.615,0.2992,13.24,16.43,3.03,0.044,MBA,1996-09-12
 28160 (1998 VC11),2.2,0.1076,4.62,15.39,2.61,0.284,MBA,1997-04-01
340704 (2006 SR33),3.231,0.1554,9.62,16.02,4.662,0.035,OMB,1995-11-22
244613 (2003 AU34),3.104,0.2151,19.81,15.15,6.399,0.052,MBA,2001-07-31
 48384 (1978 VQ8),2.588,0.1225,4.4,14.89,3.049,0.33,MBA,1978-11-05
108721 (2001 OZ23),2.895,0.2028,9.29,15.16,6.357,0.053,MBA,1996-07-15
341443 (2007 TY246),3.139,0.0929,12.19,15.46,5.627,0.033,MBA,2001-09-21
424916 (2008 WZ100),3.075,0.0625,17.6,15.77,3.594,0.104,MBA,2002-10-10
 35959 (1999 LE5),2.667,0.1799,15.14,14.73,3.892,0.222,MBA,1998-03-20
135213 (2001 RE82),3.067,0.1188,8.76,14.56,6.49,0.088,MBA,2001-07-22
246375 (2007 TW419),3.097,0.1947,17.53,15.43,5.025,0.034,MBA,2004-02-19
 43777 (1989 RK1),2.623,0.184,12.23,14.24,3.914,0.318,MBA,1989-09-03
435712 (2008 UO21),2.647,0.0807,11.46,17.25,2.512,0.037,MBA,2002-04-02
303849 (2005 SH192),3.167,0.2382,1.26,16.53,2.732,0.059,MBA,1999-10-14
 41189 (1999 VE201),3.139,0.0413,22.72,13.76,11.528,0.053,MBA,1998-07-31
 16139 (1999 XO120),3.154,0.1226,9.33,13.13,7.264,0.254,MBA,1976-10-22
177010 (2003 BX10),2.974,0.1091,12.96,15.76,5.288,0.036,MBA,1995-07-22
 26703 Price (2001 FB144),2.57,0.1775,9.9,14.75,2.818,0.293,MBA,1985-07-20
       (2006 RF1),2.612,0.2562,12.02,17.27,2.434,0.047,MBA,2006-09-04
 84164 (2002 RW93),2.596,0.1587,3.97,16.07,3.882,0.056,MBA,1998-10-11
222080 (1999 RH81),2.869,0.181,11.68,16.27,2.682,0.089,MBA,1998-05-28
 20811 (2000 ST266),2.557,0.0955,14.4,13.94,4.475,0.32,MBA,1977-02-12
110965 (2001 UX170),2.802,0.0922,3.97,15.52,2.584,0.265,MBA,1996-10-07
  3348 Pokryshkin (1978 EA3),3.175,0.1609,10.38,12.21,15.588,0.126,MBA,1951-09-04
400159 (2006 VX74),2.611,0.2982,8.25,17.19,2.488,0.045,MBA,2006-11-11
506236 (2016 NV9),3.209,0.1662,14.68,16.25,3.055,0.048,OMB,2010-04-08
245761 (2006 EO16),2.422,0.2223,4.78,17.8,1.637,0.032,MBA,2003-09-19
 60520 (2000 ET32),2.989,0.1088,10.73,14.31,5.844,0.13,MBA,1995-03-09
284945 Saint-Imier (2010 EM44),3.076,0.0689,4.75,15.93,2.944,0.081,MBA,1999-03-18
  1413 Roucarie (1937 CD),3.019,0.066,10.24,11.41,19.838,0.13,MBA,1937-02-12
241081 (2006 UF30),2.765,0.0414,4.55,16.64,2.779,0.057,MBA,2001-09-12
 11382 Juliasitu (1998 SW127),2.191,0.1559,3.79,15.2,2.383,0.259,MBA,1971-03-24
 31781 (1999 KZ2),2.791,0.0208,3.01,14.99,3.11,0.183,MBA,1991-09-30
213310 (2001 RN90),2.734,0.117,5.9,16.41,2.155,0.079,MBA,1991-05-13
338395 (2003 AL61),3.121,0.1891,24.99,15.39,6.186,0.061,MBA,2002-12-10
  5035 Swift (1991 UX),2.608,0.1582,13.49,12.62,8.859,0.316,MBA,1978-09-27
 50895 (2000 GH42),2.553,0.1403,5.71,14.26,4.156,0.257,MBA,1996-03-22
285983 (2001 RU145),3.052,0.1569,14.23,15.73,4.926,0.05,MBA,2001-09-08
 43041 (1999 VC47),2.622,0.1852,14.21,14.29,3.599,0.285,MBA,1993-04-19
 75490 (1999 XQ178),2.615,0.21,14.2,14.84,6.388,0.075,MBA,1990-11-08
215282 (2001 QP167),2.679,0.1342,15.48,15.81,2.323,0.206,MBA,2001-07-17
       (2010 AP113),3.072,0.2245,26.83,17.23,2.344,0.081,MBA,2010-01-13
       (2009 UH67),3.133,0.2165,16.06,17.7,2.064,0.031,MBA,2009-10-17
159827 Keithmullen (2003 TD2),3.112,0.1432,4.46,15.39,5.729,0.049,MBA,1992-10-23
 33979 Sunhaochun (2000 NJ21),2.291,0.1552,4.69,14.59,3.338,0.331,MBA,1990-09-17
 73437 (2002 MJ2),3.044,0.1306,10.0,14.14,6.22,0.138,MBA,1998-12-14
  6598 Modugno (1988 CL),2.701,0.2359,10.18,13.52,11.301,0.085,MBA,1986-08-12
 24385 Katcagen (2000 AM172),2.746,0.1249,8.01,14.61,7.988,0.058,MBA,1996-02-16
 62007 (2000 RP39),2.382,0.212,2.81,15.86,2.029,0.156,MBA,1995-02-05
305589 (2008 YG75),2.649,0.2031,11.62,16.44,2.928,0.068,MBA,2002-10-10
  4912 Emilhaury (1953 VX1),2.302,0.1383,3.67,13.31,6.542,0.18,MBA,1953-11-09
279383 (2010 CM59),3.167,0.0264,15.21,15.38,5.797,0.04,MBA,2001-08-16
 28454 (2000 AF137),2.584,0.1915,15.61,14.02,8.854,0.075,MBA,1988-06-13
291266 (2006 BT82),3.129,0.2143,27.1,14.7,6.92,0.049,MBA,1999-11-10
427800 (2005 GF76),3.036,0.3027,12.36,16.69,3.043,0.048,MBA,2005-04-05
269868 (2000 EM90),3.061,0.259,12.57,15.97,4.425,0.043,MBA,1995-05-04
529732 (2010 LX50),3.044,0.0628,16.98,16.25,4.569,0.122,MBA,2003-04-28
407321 (2010 OK91),2.609,0.1836,10.76,16.43,2.868,0.085,MBA,2003-01-05
       (2000 WZ),3.081,0.212,26.5,16.6,3.613,0.135,MBA,2000-11-17
140435 (2001 TX103),3.058,0.0782,5.01,15.15,5.402,0.055,MBA,1996-11-13
161044 (2002 GG181),5.219,0.0582,11.65,12.46,13.983,0.109,TJN,1995-06-28
       (2010 KW81),2.788,0.3149,9.71,17.81,1.505,0.086,MBA,2010-05-26
122386 (2000 QK72),2.63,0.0965,3.74,15.7,2.519,0.211,MBA,2000-08-24
 78590 (2002 SQ16),3.135,0.1028,17.05,14.27,9.876,0.055,MBA,1997-12-04
 86269 (1999 TC272),3.216,0.1063,22.48,13.95,10.26,0.061,OMB,1993-09-22
202254 (2005 AW26),2.862,0.0974,6.04,15.83,4.89,0.051,MBA,2000-02-02
505978 (2015 FF368),2.987,0.0296,8.84,16.53,3.551,0.061,MBA,2007-09-14
174047 (2002 BW12),3.529,0.0367,9.28,14.55,6.729,0.062,OMB,2000-11-19
 57285 (2001 QR158),2.723,0.2136,9.2,15.41,5.504,0.06,MBA,1983-07-13
204157 (2004 AA5),3.053,0.0374,8.67,15.16,3.685,0.156,MBA,1999-02-21
 98924 (2001 BG82),2.582,0.0317,14.51,15.45,2.549,0.226,MBA,1999-10-12
 25332 (1999 KK6),1.892,0.0621,23.87,14.02,3.26,0.502,IMB,1952-07-17
  6634 (1987 KB),2.373,0.2649,10.71,12.74,10.651,0.171,MBA,1962-11-24
390674 (2002 TV109),2.689,0.318,7.88,16.8,2.604,0.039,MBA,2002-08-24
 86605 (2000 ES81),2.642,0.0058,4.12,15.89,4.35,0.054,MBA,1998-11-16
  1588 Descamisada (1951 MH),3.03,0.0701,11.26,11.47,17.541,0.141,MBA,1951-06-27
114573 (2003 BJ68),3.084,0.1062,5.69,15.24,5.194,0.065,MBA,1995-10-22
140438 (2001 TJ108),2.893,0.1469,7.82,15.33,5.148,0.061,MBA,1996-11-07
 48319 (2002 NR25),2.606,0.2483,9.87,15.52,2.636,0.279,MBA,1981-09-01
230110 (2001 AL36),2.694,0.1694,12.9,15.58,4.275,0.08,MBA,2000-11-20
 26645 (2000 JJ66),3.436,0.0251,12.88,12.34,10.866,0.237,OMB,1990-12-11
139139 (2001 FF84),2.574,0.1534,2.0,17.05,2.294,0.048,MBA,1998-08-30
       (2016 QH74),3.168,0.1865,16.02,15.46,5.171,0.072,MBA,2003-04-26
496118 (2009 YX15),3.021,0.1057,13.98,16.55,3.157,0.045,MBA,2009-12-19
       (2010 OP17),2.563,0.1891,29.88,17.73,1.731,0.093,MBA,2002-06-09
 77504 (2001 HX45),2.594,0.0717,9.94,15.59,2.328,0.171,MBA,2000-01-04
 29365 (1996 DN2),2.322,0.1266,3.63,14.88,3.245,0.32,MBA,1968-05-22
170096 (2002 XV57),3.124,0.174,5.66,15.2,5.458,0.049,MBA,1993-03-25
 18389 (1992 JU2),2.186,0.2294,5.2,14.98,3.613,0.196,MBA,1986-09-08
       (2010 MH57),3.194,0.2755,25.74,17.5,1.76,0.063,MBA,2010-06-24
 36367 (2000 OF12),2.296,0.2083,6.94,15.96,1.891,0.259,MBA,1990-11-12
130148 (1999 XT202),2.722,0.1802,29.21,14.58,7.986,0.043,MBA,1999-12-12
108113 Maza (2001 GK1),2.778,0.2013,17.11,14.79,4.661,0.17,MBA,1999-12-04
 42439 (2355 T-3),2.733,0.1681,11.61,14.37,3.693,0.325,MBA,1977-10-07
 36063 (1999 RD47),2.583,0.0232,22.49,13.86,4.317,0.377,MBA,1998-04-22
 45477 (2000 AA227),2.733,0.1573,11.26,14.73,3.834,0.209,MBA,1993-08-13
 61514 (2000 QU57),2.436,0.0919,5.63,15.53,4.862,0.033,MBA,1991-03-07
303937 (2005 VS128),3.221,0.0853,9.84,16.4,4.234,0.027,OMB,2005-10-01
168553 (1999 WF9),2.474,0.1783,10.89,15.55,3.914,0.126,MBA,1999-10-16
246290 (2007 TH76),3.027,0.1302,9.62,16.24,4.124,0.034,MBA,1999-02-09
       (2014 BB35),2.317,0.1594,23.96,18.0,1.822,0.077,MBA,2010-01-18
292729 (2006 UU143),2.769,0.2348,6.75,16.13,3.842,0.063,MBA,2001-08-25
 39108 (2000 WG26),2.329,0.1866,4.97,15.33,3.077,0.107,MBA,1981-05-08
       (2010 LP79),2.985,0.0646,7.71,16.98,3.035,0.037,MBA,2010-06-10
 54609 (2000 RN36),3.109,0.115,16.26,14.52,9.28,0.047,MBA,1998-02-28
 48132 (2001 FA122),2.666,0.2125,11.67,14.37,7.857,0.055,MBA,1989-11-03
 19752 (2000 CH67),3.998,0.1546,23.91,11.7,23.357,0.081,OMB,1951-03-28
212260 (2005 JG111),2.681,0.1593,13.21,16.1,3.629,0.064,MBA,2002-11-14
 56151 (1999 CX104),2.566,0.2407,12.32,14.8,6.33,0.07,MBA,1999-01-15
 25900 (2000 YH98),3.177,0.1298,2.47,13.92,11.461,0.049,MBA,1992-09-26
237511 (2000 RZ90),3.215,0.2191,25.81,15.21,6.242,0.062,OMB,1999-07-04
 11321 Tosimatumoto (1995 DE1),3.024,0.0835,9.53,12.95,9.189,0.191,MBA,1976-09-24
 53591 (2000 CY55),2.311,0.0803,1.79,16.2,3.323,0.064,MBA,1975-01-07
 39451 (3992 T-3),2.451,0.1823,3.34,15.71,4.48,0.067,MBA,1977-10-16
230282 (2001 XH215),2.562,0.0977,28.76,16.25,3.521,0.075,MBA,1997-12-29
 83733 (2001 TK118),3.074,0.0663,16.17,14.15,9.205,0.052,MBA,1998-01-25
 50371 (2000 CT84),2.986,0.085,11.17,13.72,6.822,0.166,MBA,1996-06-13
       (2013 EN22),2.985,0.0705,12.2,16.71,2.484,0.072,MBA,2005-10-24
 39918 (1998 FS49),2.427,0.1239,2.64,15.06,5.952,0.063,MBA,1994-05-02
206249 (2002 XP42),3.101,0.1287,5.62,15.5,3.988,0.101,MBA,2001-09-12
 11937 (1993 FF16),2.735,0.0929,5.7,14.54,6.864,0.078,MBA,1990-09-28
136346 (2004 CT44),2.746,0.068,5.91,16.17,3.475,0.064,MBA,2002-10-03
427707 (2004 FP96),3.156,0.2293,27.23,16.33,3.477,0.07,MBA,2004-02-25
  5057 Weeks (1987 DC6),3.128,0.1491,7.0,12.6,16.372,0.126,MBA,1959-02-08
 10900 Folkner (1997 WF21),2.417,0.1745,3.34,14.79,6.856,0.072,MBA,1991-03-15
 55278 (2001 SP17),3.082,0.1327,2.09,14.79,6.004,0.065,MBA,1991-11-08
119523 (2001 UU164),2.424,0.0696,8.32,15.87,2.175,0.236,MBA,1984-01-25
123468 (2000 WS147),3.091,0.1702,1.59,15.92,4.669,0.035,MBA,1994-10-04
       (2010 EF117),3.106,0.1601,8.3,16.49,3.831,0.076,MBA,2003-10-23
233745 (2008 SF301),2.767,0.1368,5.21,16.27,3.18,0.063,MBA,1994-08-31
263223 (2008 AF45),2.735,0.111,4.04,16.82,3.528,0.03,MBA,2004-07-16
 27078 (1998 TC6),2.399,0.0351,3.01,14.85,2.976,0.316,MBA,1990-07-27
182617 (2001 UT82),2.751,0.1605,3.21,16.84,3.221,0.039,MBA,2001-10-13
123783 (2001 BP16),2.848,0.1174,16.09,15.26,2.88,0.256,MBA,1995-12-19
 41355 (2000 AF36),5.179,0.0808,8.03,12.71,11.939,0.113,TJN,1988-01-11
173989 (2001 XB164),3.159,0.2366,9.18,15.28,7.082,0.027,MBA,2001-11-12
 74451 (1999 CZ25),3.14,0.0809,12.27,14.68,5.495,0.102,MBA,1979-06-23
       (2009 WT247),2.543,0.1894,5.29,17.13,2.484,0.038,MBA,2002-01-06
249114 (2007 VU327),3.103,0.0394,8.92,15.43,3.98,0.111,MBA,1996-12-06
121096 (1999 FG51),2.345,0.2196,4.62,16.09,3.972,0.039,MBA,1993-11-09
 18158 Nigelreuel (2000 PM10),2.405,0.1321,7.2,14.98,2.717,0.218,MBA,1978-11-30
 26928 (1997 CC17),2.214,0.1875,2.11,15.13,2.43,0.359,MBA,1984-03-29
140408 (2001 TC76),3.026,0.126,12.52,15.19,7.213,0.037,MBA,2001-10-13
 16230 Benson (2000 EA95),2.623,0.0793,8.01,14.24,4.447,0.27,MBA,1995-01-07
161837 (2006 XZ63),2.871,0.1182,12.95,15.32,2.681,0.246,MBA,2001-09-17
229778 (2008 NX4),2.759,0.1933,11.06,15.82,3.37,0.074,MBA,1999-09-30
165822 (2001 RO112),3.172,0.0466,16.17,14.99,6.092,0.069,MBA,2001-09-12
 26843 (1991 UK1),2.279,0.2135,4.87,14.72,2.527,0.4,MBA,1953-11-30
 40283 (1999 JO50),2.569,0.2162,13.7,14.04,4.825,0.251,MBA,1950-07-19
 17422 (1988 SE2),2.459,0.116,8.76,14.35,4.029,0.207,MBA,1988-09-15
190584 (2000 SH311),2.542,0.2445,12.03,15.46,4.7,0.067,MBA,1998-02-22
232910 (2004 XH137),2.691,0.0713,7.69,16.34,3.068,0.062,MBA,2001-02-03
472353 (2015 BF18),3.186,0.2849,23.99,15.64,4.694,0.073,MBA,2004-03-18
 13167 (1995 WC5),2.681,0.0706,3.35,14.29,5.968,0.125,MBA,1986-11-03
308523 (2005 UM75),3.152,0.1095,15.12,15.03,3.569,0.139,MBA,2005-09-03
168247 (2006 KA102),3.045,0.1242,9.59,15.73,4.855,0.036,MBA,1994-02-16
139615 (2001 QX136),2.997,0.1136,8.99,14.75,5.305,0.12,MBA,2001-08-22
 65746 (1993 TX34),3.136,0.1762,2.82,15.02,6.58,0.045,MBA,1993-10-09
 11792 Sidorovsky (1978 SX7),2.618,0.2895,4.55,15.23,5.944,0.066,MBA,1978-09-26
 15801 (1994 AF),2.454,0.1871,3.47,14.64,3.132,0.343,MBA,1994-01-02
120994 (1998 XQ49),2.337,0.1393,7.84,16.35,3.112,0.087,MBA,1998-12-14
 16560 Daitor (1991 VZ5),5.062,0.0413,15.3,10.76,43.861,0.053,TJN,1955-10-23
 17951 Fenska (1999 JO19),2.28,0.1027,3.28,14.73,3.38,0.295,MBA,1986-09-29
       (2014 AQ46),2.417,0.529,24.67,19.52,0.585,0.047,AMO,2013-10-04
197210 (2003 WM11),3.1,0.1091,8.26,15.18,3.393,0.202,MBA,2002-07-22
 17863 (1998 KN30),3.017,0.0846,11.15,13.05,9.323,0.169,MBA,1979-11-17
 77759 (2001 PY36),3.011,0.0807,10.87,13.88,6.03,0.176,MBA,1999-02-23
 18365 Shimomoto (1990 WN5),3.013,0.0454,11.16,12.06,15.4,0.125,MBA,1990-10-16
268455 (2005 WE85),3.984,0.2181,10.33,14.6,6.287,0.071,OMB,2004-07-11
188557 (2004 TE62),3.212,0.1693,5.45,15.7,3.168,0.084,OMB,1998-08-30
 85220 (1993 FY11),2.346,0.2066,5.28,16.32,3.827,0.048,MBA,1993-03-17
 26121 (1992 BX),2.396,0.196,9.93,13.88,8.53,0.047,MBA,1977-01-20
124377 (2001 QG157),2.201,0.0729,3.94,16.37,1.443,0.338,MBA,2000-02-06
111368 (2001 XR131),2.448,0.1299,8.43,15.81,2.92,0.099,MBA,1992-05-03
 37819 (1998 BE5),2.316,0.0704,4.83,15.29,2.23,0.246,MBA,1997-12-25
186363 (2002 GE77),3.197,0.0645,20.75,14.8,7.427,0.056,MBA,2002-04-09
 50558 (2000 EN26),2.333,0.1303,4.15,16.05,3.457,0.073,MBA,1991-10-07
 43158 (1999 XK121),2.379,0.2022,2.65,15.14,2.805,0.27,MBA,1997-02-04
376064 (2010 GX141),3.134,0.1888,9.89,16.67,3.578,0.038,MBA,2007-09-15
223787 (2004 SD48),2.985,0.1902,13.29,15.33,5.34,0.074,MBA,1999-12-13
 47934 (2000 HU7),3.081,0.2127,15.01,13.96,10.489,0.064,MBA,1987-12-20
274469 (2008 SR81),2.653,0.0311,6.28,16.77,2.641,0.07,MBA,2006-02-25
170529 (2003 WF94),2.482,0.048,6.05,16.54,2.473,0.087,MBA,2001-02-02
 44264 (1998 QH54),2.555,0.1536,13.93,14.3,3.644,0.366,MBA,1998-08-27
138761 (2000 SN286),3.194,0.1609,26.27,15.09,6.927,0.033,MBA,1999-03-20
 99045 (2001 EQ8),2.683,0.0967,2.93,15.84,4.528,0.039,MBA,1990-11-19
529759 (2010 ML35),3.031,0.227,3.8,16.74,3.066,0.047,MBA,2005-09-29
357542 (2004 RP300),3.113,0.0529,7.35,16.0,4.605,0.025,MBA,1996-01-15
 47483 (2000 AJ17),2.677,0.1389,14.83,13.68,4.749,0.342,MBA,1998-12-18
 50801 (2000 FA27),2.987,0.1106,10.99,14.2,4.58,0.212,MBA,1997-10-30
400774 (2010 EG14),2.522,0.2027,15.98,16.77,2.572,0.061,MBA,2002-06-12
436297 (2010 DX52),3.163,0.0515,15.05,16.34,4.213,0.03,MBA,2009-02-27
 86693 (2000 FR48),2.236,0.1028,7.09,16.22,2.132,0.204,MBA,2000-03-14
165913 (2001 TF8),3.233,0.2366,14.18,14.63,7.568,0.064,OMB,2001-08-22
411600 (2011 FK130),3.073,0.2602,5.71,16.58,2.203,0.091,MBA,2004-12-14
215220 (2000 VJ13),2.264,0.1297,3.61,17.25,1.85,0.098,MBA,2000-11-01
 91011 (1998 CH2),2.548,0.1809,7.54,15.43,1.909,0.485,MBA,1990-04-15
325102 (2008 EY5),0.6262,0.6268,5.11,20.17,0.361,0.124,ATE,2008-03-04
478384 (2012 BE2),3.172,0.0428,12.69,15.84,4.02,0.144,MBA,2004-08-22
 51330 (2000 LK33),3.128,0.1353,6.6,14.49,7.012,0.068,MBA,1999-01-10
188530 (2004 RU155),2.756,0.0061,4.63,15.94,3.648,0.076,MBA,1998-04-22
291949 (2006 QG41),2.408,0.1736,3.7,17.35,1.771,0.074,MBA,1995-09-24
298612 (2003 YA154),2.585,0.2723,14.77,16.14,2.307,0.247,MBA,1996-03-12
395088 (2009 HT100),2.928,0.1853,10.04,16.84,2.93,0.047,MBA,2004-06-11
 41738 (2000 UR104),2.34,0.1179,5.53,15.41,2.503,0.309,MBA,1998-01-24
 46181 (2001 FM113),2.551,0.1691,10.78,14.71,3.668,0.221,MBA,1998-09-19
133443 (2003 SP216),2.868,0.0353,10.06,15.17,4.05,0.118,MBA,1998-09-24
230177 (2001 RU80),2.438,0.2445,11.71,16.01,2.709,0.126,MBA,2001-08-18
 39965 (1998 FK137),2.582,0.3099,16.93,15.55,1.92,0.332,MBA,1953-09-16
535598 (2015 BD78),2.807,0.1475,8.42,16.83,2.671,0.047,MBA,2004-12-12
 16550 (1991 RB13),2.787,0.231,7.64,14.25,8.696,0.064,MBA,1977-09-09
103014 (1999 XD104),2.631,0.2404,12.44,14.87,4.627,0.103,MBA,1999-11-12
 46434 (2002 JK143),2.633,0.1874,14.86,14.67,3.261,0.457,MBA,1982-10-15
       (2010 BO82),3.166,0.1415,28.94,16.71,3.756,0.104,MBA,2010-01-25
 81473 (2000 GS139),2.624,0.1539,14.94,14.97,2.379,0.451,MBA,1993-09-14
252833 (2002 GW114),3.108,0.0915,17.67,14.97,6.791,0.05,MBA,2002-03-12
234006 (1997 EW30),2.778,0.0233,3.85,16.7,4.075,0.02,MBA,1997-03-05
 23859 (1998 RX55),2.675,0.1607,10.36,14.69,7.449,0.061,MBA,1992-03-06
 90524 (2004 EV92),2.545,0.1256,9.91,16.05,4.238,0.029,MBA,1993-07-24
477004 (2008 YG133),2.659,0.1931,10.19,17.15,2.939,0.043,MBA,2008-10-04
109349 (2001 QH152),2.684,0.1398,11.98,15.57,2.185,0.256,MBA,2001-08-16
 54034 (2000 GG107),2.232,0.0978,2.88,16.23,1.605,0.328,MBA,1993-01-23
216487 (1999 VA182),3.168,0.1908,15.34,14.86,7.627,0.04,MBA,1999-11-09
181773 (1997 LH5),5.152,0.0731,12.18,13.29,11.244,0.073,TJN,1997-06-02
136759 (1996 FB2),2.551,0.0957,25.41,15.69,4.427,0.057,MBA,1996-03-20
106944 (2000 YA73),3.073,0.1325,6.73,14.84,6.264,0.071,MBA,1995-02-01
103918 (2000 DG62),2.608,0.0479,14.79,15.52,2.584,0.241,MBA,1992-05-04
  9344 Klopstock (1991 RB4),2.364,0.089,5.03,14.41,17.05,0.0116,MBA,1991-09-12
125686 (2001 XB87),2.616,0.1384,14.38,15.35,3.079,0.204,MBA,2000-09-30
 21049 (1990 SU16),2.473,0.1278,6.21,13.81,5.387,0.242,MBA,1990-09-14
212694 (2007 PT11),5.254,0.0853,12.65,12.82,13.575,0.066,TJN,1996-09-14
       (2010 AZ103),2.64,0.26,16.19,18.16,1.422,0.038,MBA,2010-01-12
130848 (2000 UF64),2.231,0.1369,5.3,16.79,1.363,0.239,MBA,1994-12-08
  4304 Geichenko (1973 SW4),2.451,0.1495,3.07,14.25,8.432,0.091,MBA,1969-10-09
  3737 Beckman (1983 PA),2.407,0.3962,20.13,12.65,6.968,0.288,MCA,1983-08-08
332245 (2006 KH31),3.2,0.0584,3.13,16.21,4.146,0.037,OMB,2006-05-05
 43476 (2001 AD42),2.219,0.17,8.36,16.06,3.765,0.065,MBA,1996-11-14
127922 (2003 GM44),3.071,0.164,20.63,14.5,9.592,0.033,MBA,1998-05-19
       (2010 JE6),3.051,0.2545,6.89,16.65,1.94,0.068,MBA,2009-03-29
 81098 (2000 EH108),2.683,0.1624,13.58,14.65,3.406,0.29,MBA,1997-09-28
279072 (2008 WX74),3.163,0.0417,11.19,16.19,3.516,0.057,MBA,2000-04-10
249049 (2007 TN122),2.461,0.108,1.35,16.93,2.83,0.046,MBA,1999-09-03
       (2011 WN83),3.98,0.2369,4.04,16.3,3.626,0.059,OMB,2002-08-18
  2729 Urumqi (1979 UA2),2.891,0.0702,3.17,11.64,14.771,0.161,MBA,1975-12-04
239564 (2008 SE285),2.533,0.1424,16.89,16.21,2.705,0.096,MBA,1996-11-03
243358 (2008 VF20),2.206,0.1139,2.26,17.83,1.356,0.088,MBA,2000-04-12
313526 (2002 XA37),2.65,0.1871,17.41,16.07,3.703,0.081,MBA,2002-12-06
249153 (2008 AO95),2.761,0.1985,11.59,15.85,4.422,0.047,MBA,2001-09-12
 14090 (1997 MS3),2.761,0.1068,5.45,14.89,3.141,0.236,MBA,1979-08-22
 38928 (2000 SY226),3.149,0.1048,15.9,14.21,7.841,0.087,MBA,1994-10-02
 37180 (2000 WE46),3.011,0.0562,9.39,14.19,5.662,0.166,MBA,1998-06-03
 86083 (1999 RC74),3.105,0.1311,7.35,15.19,5.385,0.067,MBA,1999-09-07
 23419 (1980 FQ1),2.969,0.1112,10.71,14.02,6.485,0.127,MBA,1980-03-16
 28023 (1998 BF11),3.055,0.1028,11.8,13.97,5.861,0.205,MBA,1975-12-06
 90611 (6100 P-L),2.284,0.128,7.06,16.23,2.118,0.157,MBA,1960-09-24
359476 (2010 OT13),2.611,0.1859,11.98,17.32,2.476,0.038,MBA,2006-11-15
 96850 (1999 RR225),2.765,0.1352,1.47,15.75,4.206,0.063,MBA,1999-09-03
 46081 (2001 EB10),2.812,0.0747,2.89,15.03,6.825,0.032,MBA,1996-02-15
513551 (2010 NQ36),3.118,0.119,16.39,16.44,3.253,0.046,MBA,2010-07-08
223480 (2003 XV38),3.142,0.226,9.02,15.59,5.545,0.048,MBA,1993-01-23
187902 (2000 SJ339),2.766,0.2805,14.71,15.08,7.553,0.04,MBA,2000-09-25
       (2010 ER169),2.76,0.1899,6.96,17.9,1.766,0.082,MBA,2009-12-13
